"";"LotArea";"LotShape";"Utilities";"LandSlope";"HouseStyle";"OverallCond";"YearBuilt";"YearRemodAdd";"BsmtCond";"TotalBsmtSF";"Heating";"HeatingQC";"CentralAir";"KitchenQual";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"GarageCond";"PoolArea";"PoolQC";"MoSold";"YrSold";"SalePrice"
"2459";"6120 m2";"Reg";"AllPub";"Gtl";"1.5Unf";7;1939;1950;"TA";884;"GasA";"Ex";"Y";"TA";0;NA;1;240;"TA";0;NA;7;2007;0
"2460";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1938;1950;"TA";861;"GasA";"Gd";"Y";"TA";1;"Gd";2;528;"TA";0;NA;3;2007;0
"2461";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1939;1952;"TA";672;"GasA";"Ex";"Y";"TA";0;NA;1;280;"TA";0;NA;7;2007;0
"2462";"6240 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1930;1992;"TA";966;"GasA";"Ex";"Y";"TA";1;"Gd";1;230;"TA";0;NA;7;2007;0
"2463";"6120 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1926;1950;"TA";756;"GasA";"Gd";"Y";"Gd";0;NA;2;379;"TA";0;NA;8;2007;0
"2464";"7755 m2";"Reg";"AllPub";"Gtl";"2Story";8;1918;1995;"TA";1100;"GasA";"Ex";"Y";"TA";0;NA;1;408;"TA";0;NA;5;2007;0
"2465";"8850 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1920;1950;"TA";768;"GasA";"Ex";"Y";"Gd";0;NA;2;576;"TA";0;NA;2;2007;0
"2466";"8550 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1926;1950;"TA";750;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;10;2007;0
"2467";"5700 m2";"IR1";"AllPub";"Gtl";"2Story";6;1929;1990;"TA";672;"GasA";"Gd";"N";"Gd";1;"Gd";2;456;"TA";0;NA;9;2007;0
"2468";"5680 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1901;1950;"TA";592;"GasA";"TA";"N";"TA";0;NA;1;240;"Fa";0;NA;9;2007;0
"2469";"5680 m2";"Reg";"AllPub";"Gtl";"1.5Fin";3;1901;1950;"TA";969;"GasA";"TA";"N";"TA";0;NA;1;216;"TA";0;NA;9;2007;0
"2470";"13200 m2";"Reg";"AllPub";"Gtl";"SLvl";6;1963;1963;"TA";741;"GasA";"Fa";"Y";"TA";1;"Gd";2;658;"TA";0;NA;4;2007;0
"2471";"9780 m2";"Reg";"AllPub";"Gtl";"2Story";9;1950;2005;"TA";976;"GasA";"Ex";"Y";"Gd";2;"TA";1;299;"TA";0;NA;4;2007;0
"2472";"10320 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1915;1950;"Fa";1138;"GasA";"Gd";"Y";"TA";1;"Gd";2;720;"TA";0;NA;5;2007;0
"2473";"4330 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1958;1958;"TA";808;"GasA";"TA";"Y";"TA";0;NA;2;436;"TA";0;NA;2;2007;0
"2474";"10320 m2";"Reg";"AllPub";"Gtl";"1.5Fin";1;1910;1950;"Fa";771;"GasA";"Fa";"Y";"TA";0;NA;1;264;"Fa";0;NA;9;2007;0
"2475";"12888 m2";"Reg";"AllPub";"Gtl";"2Story";8;1937;1980;"TA";1005;"GasA";"TA";"Y";"TA";2;"Gd";2;498;"TA";0;NA;4;2007;0
"2476";"4484 m2";"IR1";"AllPub";"Gtl";"1.5Fin";6;1942;1979;"TA";672;"GasA";"TA";"N";"TA";0;NA;1;240;"TA";0;NA;7;2007;0
"2477";"11235 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1963;1963;"TA";925;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;3;2007;0
"2478";"11235 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1964;1980;"TA";1420;"GasA";"Gd";"Y";"TA";1;"TA";2;572;"TA";0;NA;11;2007;0
"2479";"14299 m2";"Reg";"AllPub";"Gtl";"1Story";3;1964;1964;"TA";1005;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;7;2007;0
"2480";"14149 m2";"IR1";"AllPub";"Gtl";"SLvl";8;1964;2001;"TA";980;"GasA";"TA";"Y";"TA";1;"Po";2;528;"TA";0;NA;5;2007;0
"2481";"11677 m2";"IR1";"AllPub";"Gtl";"1Story";4;1966;1966;"TA";1040;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;2;2007;0
"2482";"8425 m2";"Reg";"AllPub";"Gtl";"1Story";6;1971;1990;"TA";768;"GasA";"Gd";"Y";"TA";0;NA;2;576;"TA";0;NA;5;2007;0
"2483";"8665 m2";"IR1";"AllPub";"Gtl";"1Story";5;1968;1968;"TA";876;"GasA";"TA";"Y";"TA";0;NA;1;264;"TA";0;NA;1;2007;0
"2484";"8398 m2";"IR1";"AllPub";"Gtl";"1Story";5;1967;1967;"TA";943;"GasA";"TA";"Y";"TA";0;NA;2;528;"TA";0;NA;6;2007;0
"2485";"8169 m2";"Reg";"AllPub";"Gtl";"1Story";7;1966;1966;"TA";912;"GasA";"Ex";"Y";"Gd";0;NA;1;315;"TA";0;NA;7;2007;0
"2486";"14175 m2";"Reg";"AllPub";"Mod";"1Story";5;1956;1998;"TA";1240;"GasA";"Gd";"Y";"TA";1;"Gd";1;323;"TA";0;NA;12;2007;0
"2487";"16779 m2";"Reg";"AllPub";"Gtl";"2Story";4;1920;1996;"TA";671;"GasA";"Fa";"Y";"TA";1;"Gd";2;638;"TA";0;NA;5;2007;0
"2488";"6960 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1940;1998;"TA";680;"GasA";"Ex";"Y";"Gd";2;"Gd";1;224;"TA";0;NA;7;2007;0
"2489";"11375 m2";"Reg";"AllPub";"Gtl";"1Story";5;1954;1995;"TA";967;"GasA";"TA";"Y";"Gd";1;"TA";2;494;"TA";0;NA;10;2007;0
"2490";"13770 m2";"Reg";"AllPub";"Gtl";"1Story";6;1958;1998;"TA";1158;"GasA";"TA";"Y";"TA";2;"Gd";1;303;"TA";0;NA;10;2007;0
"2491";"9000 m2";"Reg";"AllPub";"Gtl";"1Story";7;1945;1950;NA;0;"GasA";"TA";"N";"TA";0;NA;2;460;"TA";0;NA;5;2007;0
"2492";"11075 m2";"Reg";"AllPub";"Gtl";"1Story";5;1984;1984;"TA";1190;"GasA";"Ex";"Y";"TA";1;"TA";2;552;"TA";0;NA;2;2007;0
"2493";"17541 m2";"IR1";"AllPub";"Gtl";"1Story";7;1948;2005;"Gd";409;"GasA";"Ex";"Y";"Gd";1;"TA";2;576;"TA";0;NA;7;2007;0
"2494";"22692 m2";"IR1";"AllPub";"Gtl";"1Story";5;1953;1953;"TA";1073;"GasA";"TA";"Y";"TA";1;"TA";2;649;"TA";0;NA;3;2007;0
"2495";"17808 m2";"Reg";"AllPub";"Gtl";"1Story";5;1946;1950;"TA";484;"GasA";"TA";"N";"TA";0;NA;1;336;"TA";0;NA;7;2007;0
"2496";"12671 m2";"IR1";"AllPub";"Gtl";"1Story";7;1954;1994;"Fa";1288;"GasA";"Ex";"Y";"Gd";2;"Gd";2;527;"TA";0;NA;7;2007;0
"2497";"10512 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1954;1954;"TA";988;"GasA";"Ex";"Y";"Gd";0;NA;1;332;"TA";0;NA;5;2007;0
"2498";"5400 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1958;"TA";864;"GasA";"TA";"Y";"TA";0;NA;1;399;"TA";0;NA;5;2007;0
"2499";"11515 m2";"IR1";"AllPub";"Gtl";"1Story";5;1958;1994;NA;0;"GasA";"TA";"N";"Gd";0;NA;1;308;"TA";0;NA;8;2007;0
"2500";"3869 m2";"Reg";"AllPub";"Mod";"1Story";6;1984;1984;"TA";1038;"GasA";"Gd";"Y";"TA";0;NA;1;264;"TA";0;NA;7;2007;0
"2501";"9280 m2";"Reg";"AllPub";"Gtl";"1Story";6;1951;1951;"TA";1342;"GasA";"Ex";"Y";"TA";0;NA;1;256;"TA";0;NA;4;2007;0
"2502";"11100 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1951;1994;"TA";1080;"GasA";"TA";"N";"TA";1;"Gd";1;253;"TA";0;NA;7;2007;0
"2503";"7550 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1920;1950;"Fa";951;"GasW";"Fa";"N";"TA";0;NA;1;280;"TA";0;NA;3;2007;0
"2504";"23920 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1984;1984;"TA";1105;"GasA";"Ex";"Y";"Gd";1;"Po";2;515;"TA";444;NA;4;2007;0
"2505";"9317 m2";"Reg";"AllPub";"Gtl";"2Story";5;1994;2001;"Gd";779;"GasA";"Ex";"Y";"Gd";1;"TA";2;499;"TA";0;NA;7;2007;0
"2506";"9178 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1643;"GasA";"Ex";"Y";"Gd";1;"Gd";3;870;"TA";0;NA;9;2007;0
"2507";"10481 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";2140;"GasA";"Ex";"Y";"Gd";0;NA;3;894;"TA";0;NA;6;2007;0
"2508";"10235 m2";"IR1";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1643;"GasA";"Ex";"Y";"Gd";1;"Gd";3;870;"TA";0;NA;9;2007;0
"2509";"11750 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1546;"GasA";"Ex";"Y";"Gd";0;NA;3;796;"TA";0;NA;6;2007;0
"2510";"8760 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1489;"GasA";"Ex";"Y";"Gd";1;"Gd";2;674;"TA";0;NA;6;2007;0
"2511";"7242 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2006;"TA";1270;"GasA";"Ex";"Y";"Gd";0;NA;2;524;"TA";0;NA;7;2007;0
"2512";"9316 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2006;"TA";879;"GasA";"Ex";"Y";"Gd";0;NA;2;578;"TA";0;NA;10;2007;0
"2513";"8883 m2";"IR1";"AllPub";"Gtl";"2Story";5;1988;1988;"TA";929;"GasA";"Ex";"Y";"Gd";1;"TA";2;619;"TA";0;NA;5;2007;0
"2514";"20064 m2";"IR1";"AllPub";"Sev";"1Story";6;1976;1976;"Gd";966;"GasA";"Ex";"Y";"Gd";2;"Fa";2;529;"TA";0;NA;5;2007;0
"2515";"14217 m2";"IR2";"AllPub";"Gtl";"1Story";5;1994;1994;"TA";1022;"GasA";"Gd";"Y";"TA";0;NA;2;747;"TA";0;NA;8;2007;0
"2516";"10021 m2";"IR1";"AllPub";"Gtl";"2Story";6;1997;2006;"TA";635;"GasA";"Ex";"Y";"Gd";0;NA;2;497;"TA";0;NA;5;2007;0
"2517";"8428 m2";"IR2";"AllPub";"Gtl";"1Story";7;1994;1994;"Gd";990;"GasA";"Ex";"Y";"TA";0;NA;1;384;"TA";0;NA;7;2007;0
"2518";"16561 m2";"IR2";"AllPub";"Mod";"1Story";5;1996;1996;"TA";1097;"GasA";"Ex";"Y";"TA";0;NA;1;242;"TA";0;NA;7;2007;0
"2519";"10820 m2";"IR2";"AllPub";"Gtl";"2Story";5;1999;1999;"TA";988;"GasA";"Ex";"Y";"Gd";1;"TA";2;597;"TA";0;NA;3;2007;0
"2520";"12352 m2";"IR2";"AllPub";"Gtl";"2Story";5;1998;1999;"TA";853;"GasA";"Ex";"Y";"TA";1;"Fa";2;534;"TA";0;NA;3;2007;0
"2521";"9543 m2";"IR1";"AllPub";"Gtl";"2Story";5;2001;2001;"TA";845;"GasA";"Ex";"Y";"Gd";0;NA;2;517;"TA";0;NA;2;2007;0
"2522";"8826 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";985;"GasA";"Ex";"Y";"Gd";1;"TA";2;486;"TA";0;NA;7;2007;0
"2523";"11800 m2";"IR1";"AllPub";"Gtl";"1Story";5;1974;1974;"TA";864;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;8;2007;0
"2524";"8660 m2";"IR1";"AllPub";"Gtl";"SLvl";5;1976;1976;"TA";1015;"GasA";"TA";"Y";"TA";1;"Fa";2;370;"TA";0;NA;7;2007;0
"2525";"9720 m2";"Reg";"AllPub";"Gtl";"SLvl";7;1977;1977;NA;995;"GasA";"TA";"Y";"TA";1;"Fa";2;576;"TA";0;NA;6;2007;0
"2526";"8982 m2";"IR1";"AllPub";"Gtl";"1Story";5;1977;1977;"TA";1040;"GasA";"TA";"Y";"TA";0;NA;2;748;"TA";0;NA;1;2007;0
"2527";"16300 m2";"IR1";"AllPub";"Gtl";"1Story";4;1977;1977;"TA";876;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;1;2007;0
"2528";"9675 m2";"Reg";"AllPub";"Gtl";"1Story";6;1975;1975;"TA";864;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;9;2007;0
"2529";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";5;1972;2000;"TA";864;"GasA";"Gd";"Y";"Ex";0;NA;2;576;"Ex";0;NA;9;2007;0
"2530";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";8;1972;2006;"TA";385;"GasA";"Gd";"Y";"Gd";0;NA;2;728;"TA";0;NA;10;2007;0
"2531";"11354 m2";"Reg";"AllPub";"Gtl";"1Story";5;2000;2000;"TA";1673;"GasA";"Ex";"Y";"Gd";1;"TA";2;583;"TA";0;NA;1;2007;0
"2532";"8749 m2";"Reg";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";979;"GasA";"Ex";"Y";"Gd";1;"Gd";2;610;"TA";0;NA;6;2007;0
"2533";"8158 m2";"Reg";"AllPub";"Gtl";"2Story";5;2002;2002;"TA";860;"GasA";"Ex";"Y";"Gd";0;NA;2;542;"TA";0;NA;8;2007;0
"2534";"11927 m2";"Reg";"AllPub";"Gtl";"1Story";5;1994;1995;"TA";1556;"GasA";"Ex";"Y";"Gd";1;"TA";2;484;"TA";0;NA;6;2007;0
"2535";"12728 m2";"Reg";"AllPub";"Gtl";"2Story";5;2001;2001;"TA";1531;"GasA";"Ex";"Y";"Gd";1;"TA";2;560;"TA";0;NA;1;2007;0
"2536";"15295 m2";"IR3";"AllPub";"Gtl";"2Story";5;1996;2002;"TA";860;"GasA";"Ex";"Y";"Gd";2;"TA";2;608;"TA";0;NA;6;2007;0
"2537";"17227 m2";"IR2";"AllPub";"Mod";"1Story";5;1999;2000;"TA";1341;"GasA";"Ex";"Y";"Gd";1;"TA";2;482;"TA";0;NA;1;2007;0
"2538";"8145 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";738;"GasA";"Ex";"Y";"Gd";0;NA;2;552;"TA";0;NA;6;2007;0
"2539";"8769 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1169;"GasA";"Ex";"Y";"Gd";0;NA;2;578;"TA";0;NA;10;2007;0
"2540";"8334 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1330;"GasA";"Ex";"Y";"Gd";1;"Gd";2;437;"TA";0;NA;7;2007;0
"2541";"8333 m2";"Reg";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";738;"GasA";"Gd";"Y";"Gd";1;"Gd";2;484;"TA";0;NA;5;2007;0
"2542";"9045 m2";"IR1";"AllPub";"Gtl";"2Story";5;2005;2005;"TA";768;"GasA";"Ex";"Y";"Gd";0;NA;2;400;"TA";0;NA;6;2007;0
"2543";"9825 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1967;1967;"TA";936;"GasA";"Gd";"Y";"TA";1;"Fa";1;384;"TA";0;NA;8;2007;0
"2544";"8308 m2";"Reg";"AllPub";"Gtl";"1Story";6;1963;1963;"TA";1088;"GasA";"TA";"Y";"TA";0;NA;2;520;"TA";0;NA;6;2007;0
"2545";"16287 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1925;1950;"TA";901;"GasA";"TA";"Y";"TA";1;"Gd";2;576;"TA";0;NA;7;2007;0
"2546";"8240 m2";"Reg";"AllPub";"Gtl";"1Story";6;1960;1960;"TA";1179;"GasA";"Gd";"Y";"TA";0;NA;2;622;"TA";0;NA;6;2007;0
"2547";"6285 m2";"Reg";"AllPub";"Gtl";"SLvl";6;1976;1976;"TA";960;"GasA";"TA";"Y";"TA";1;"Fa";2;528;"Fa";0;NA;4;2007;0
"2548";"9555 m2";"IR1";"AllPub";"Gtl";"2Story";6;1979;1979;NA;0;"GasA";"TA";"Y";"TA";0;NA;2;579;"Gd";0;NA;2;2007;0
"2549";"7023 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2006;"Gd";734;"GasA";"Gd";"Y";"TA";0;NA;2;489;"TA";0;NA;5;2007;0
"2550";"39290 m2";"IR1";"AllPub";"Gtl";"1Story";5;2008;2009;"TA";5095;"GasA";"Ex";"Y";"Ex";2;"Gd";3;1154;"TA";0;NA;10;2007;0
"2551";"3675 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;2005;2005;"TA";547;"GasA";"Ex";"Y";"Gd";0;NA;2;525;"TA";0;NA;5;2007;0
"2552";"6400 m2";"Reg";"AllPub";"Gtl";"1Story";7;1959;2000;"TA";960;"GasA";"Ex";"Y";"Fa";0;NA;1;392;"TA";0;NA;12;2007;0
"2553";"6882 m2";"Reg";"AllPub";"Gtl";"1Story";3;1955;1955;NA;0;"GasA";"TA";"N";"Fa";0;NA;0;0;NA;0;NA;9;2007;0
"2554";"8741 m2";"Reg";"AllPub";"Gtl";"1Story";6;1946;1950;"TA";1195;"GasA";"TA";"N";"TA";0;NA;0;0;NA;0;NA;7;2007;0
"2555";"10042 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1920;1995;"TA";660;"GasA";"TA";"Y";"TA";1;"Gd";1;216;"TA";0;NA;8;2007;0
"2556";"8172 m2";"Reg";"AllPub";"Gtl";"1Story";5;1955;1955;"TA";768;"GasA";"TA";"Y";"TA";1;"Fa";1;355;"TA";0;NA;7;2007;0
"2557";"8172 m2";"Reg";"AllPub";"Gtl";"1Story";5;1955;1955;"TA";864;"GasA";"TA";"Y";"TA";0;NA;2;528;"TA";0;NA;10;2007;0
"2558";"10890 m2";"Reg";"AllPub";"Gtl";"2Story";6;1923;1950;"TA";1296;"Grav";"Fa";"N";"TA";0;NA;0;0;NA;0;NA;1;2007;0
"2559";"7223 m2";"Reg";"AllPub";"Gtl";"1Story";5;1926;1950;"TA";1290;"GasA";"TA";"Y";"TA";0;NA;1;352;"TA";0;NA;4;2007;0
"2560";"6821 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1921;2005;"TA";651;"GasA";"Gd";"Y";"TA";1;"Gd";1;240;"TA";0;NA;8;2007;0
"2561";"4000 m2";"Reg";"AllPub";"Gtl";"2Story";8;1930;1995;"TA";531;"GasA";"TA";"Y";"TA";1;"Gd";1;216;"TA";0;NA;6;2007;0
"2562";"6720 m2";"Reg";"AllPub";"Gtl";"2Story";7;1921;1950;"TA";585;"GasA";"TA";"N";"TA";1;"Gd";1;228;"TA";0;NA;4;2007;0
"2563";"7155 m2";"Reg";"AllPub";"Gtl";"2Story";8;1926;1991;"TA";686;"GasA";"TA";"Y";"TA";1;"Gd";1;225;"TA";0;NA;7;2007;0
"2564";"7230 m2";"Reg";"AllPub";"Gtl";"2.5Unf";7;1927;1992;"TA";851;"GasA";"Gd";"Y";"Gd";1;"TA";2;264;"TA";0;NA;10;2007;0
"2565";"13108 m2";"IR2";"AllPub";"Gtl";"1Story";5;1951;1951;NA;0;"GasA";"Fa";"Y";"TA";1;"Gd";2;400;"TA";0;NA;6;2007;0
"2566";"7810 m2";"IR1";"AllPub";"Gtl";"1.5Fin";6;1930;2003;"Gd";930;"GasA";"Ex";"Y";"Gd";1;"TA";1;231;"TA";0;NA;11;2007;0
"2567";"6221 m2";"IR1";"AllPub";"Gtl";"1.5Fin";5;1941;1950;"Fa";728;"GasA";"Ex";"Y";"TA";0;NA;2;528;"TA";0;NA;10;2007;0
"2568";"25485 m2";"IR1";"AllPub";"Gtl";"1Story";4;1960;1960;"Gd";1560;"GasA";"TA";"Y";"TA";3;"TA";2;580;"TA";0;NA;5;2007;0
"2569";"21579 m2";"IR1";"AllPub";"Gtl";"1Story";6;1968;1968;"TA";1488;"GasA";"Ex";"Y";"TA";2;"Gd";2;552;"TA";0;NA;9;2007;0
"2570";"1782 m2";"Reg";"AllPub";"Gtl";"2Story";6;1980;1980;"TA";516;"GasA";"Gd";"Y";"TA";1;"TA";2;462;"TA";0;NA;12;2007;0
"2571";"17871 m2";"IR2";"AllPub";"Gtl";"1Story";5;1995;1996;"TA";1680;"GasA";"Gd";"Y";"Gd";0;NA;2;628;"TA";0;NA;6;2007;0
"2572";"3907 m2";"IR1";"AllPub";"Mod";"1Story";5;1988;1988;"TA";1004;"GasA";"Gd";"Y";"TA";0;NA;2;509;"TA";0;NA;3;2007;0
"2573";"20693 m2";"IR1";"AllPub";"Gtl";"1Story";5;1971;1971;"TA";1696;"GasA";"Ex";"Y";"TA";2;"TA";2;625;"TA";0;NA;2;2007;0
"2574";"18044 m2";"IR1";"AllPub";"Gtl";"1Story";5;1986;1986;"TA";279;"GasA";"Gd";"Y";"Gd";1;"Gd";2;691;"Gd";228;"Ex";8;2007;0
"2575";"7000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1940;1950;"TA";720;"GasA";"Gd";"Y";"Gd";0;NA;2;720;"TA";0;NA;5;2007;0
"2576";"7288 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1925;2003;"Po";936;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;9;2007;0
"2577";"9060 m2";"Reg";"AllPub";"Gtl";"2Story";6;1923;1999;"TA";859;"GasA";"Ex";"Y";"Gd";0;NA;NA;NA;NA;0;NA;3;2007;0
"2578";"3672 m2";"Reg";"AllPub";"Gtl";"1Story";7;1922;1950;"TA";816;"GasA";"Ex";"Y";"TA";0;NA;1;100;"Fa";0;NA;9;2007;0
"2579";"11067 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1939;1950;NA;0;"GasA";"Ex";"Y";"TA";0;NA;1;256;"Fa";0;NA;3;2007;0
"2580";"8250 m2";"Reg";"AllPub";"Gtl";"2Story";6;1895;2006;"TA";957;"GasA";"Fa";"N";"TA";0;NA;0;0;NA;0;NA;6;2007;0
"2581";"6565 m2";"Reg";"AllPub";"Gtl";"1Story";6;1957;1980;"TA";1073;"GasA";"Gd";"Y";"TA";0;NA;2;720;"TA";0;NA;8;2007;0
"2582";"6060 m2";"Reg";"AllPub";"Gtl";"1Story";9;1930;2007;"TA";837;"GasA";"Ex";"Y";"Gd";0;NA;1;216;"Po";0;NA;11;2007;0
"2583";"5568 m2";"IR1";"AllPub";"Mod";"1Story";5;2006;2007;"TA";1573;"GasA";"Gd";"Y";"Gd";1;"Gd";2;495;"TA";0;NA;10;2007;0
"2584";"12150 m2";"IR1";"AllPub";"Gtl";"SFoyer";6;1979;1979;"TA";1001;"GasA";"TA";"Y";"Gd";1;"Po";2;486;"TA";0;NA;1;2007;0
"2585";"10000 m2";"Reg";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1441;"GasA";"Ex";"Y";"Gd";1;"Gd";3;650;"TA";0;NA;12;2007;0
"2586";"12864 m2";"IR1";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1409;"GasA";"Ex";"Y";"Gd";1;"Gd";2;576;"TA";0;NA;7;2007;0
"2587";"9928 m2";"IR1";"AllPub";"Gtl";"1Story";5;1991;1992;"TA";1454;"GasA";"TA";"Y";"TA";1;"TA";2;506;"TA";0;NA;5;2007;0
"2588";"8750 m2";"IR1";"AllPub";"Gtl";"SLvl";6;1975;1975;"TA";852;"GasA";"TA";"Y";"TA";0;NA;1;360;"TA";0;NA;3;2007;0
"2589";"8410 m2";"IR1";"AllPub";"Gtl";"SFoyer";6;1974;1974;"TA";970;"GasA";"TA";"Y";"TA";1;"Po";2;528;"TA";0;NA;4;2007;0
"2590";"4054 m2";"IR1";"AllPub";"Gtl";"1Story";6;1987;1987;"TA";1501;"GasA";"Ex";"Y";"Gd";2;"TA";2;512;"TA";0;NA;10;2007;0
"2591";"19958 m2";"Reg";"AllPub";"Gtl";"1Story";8;1958;1995;"TA";585;"GasA";"Gd";"Y";"Gd";1;"Gd";2;461;"TA";0;NA;7;2007;0
"2592";"8368 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1689;"GasA";"Ex";"Y";"Gd";0;NA;2;433;"TA";0;NA;4;2007;0
"2593";"8298 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1546;"GasA";"Ex";"Y";"Ex";1;"Gd";2;502;"TA";0;NA;9;2007;0
"2594";"10331 m2";"Reg";"AllPub";"Gtl";"1Story";7;1985;1985;"TA";1265;"GasA";"Gd";"Y";"Gd";0;NA;2;528;"TA";0;NA;7;2007;0
"2595";"6718 m2";"IR1";"AllPub";"Gtl";"1Story";5;2001;2001;"TA";1267;"GasA";"Ex";"Y";"Gd";0;NA;2;471;"TA";0;NA;1;2007;0
"2596";"11305 m2";"Reg";"AllPub";"Gtl";"1Story";5;2002;2002;"TA";1922;"GasA";"Ex";"Y";"Gd";1;"Ex";3;692;"TA";0;NA;4;2007;0
"2597";"7777 m2";"IR1";"AllPub";"Gtl";"1Story";5;1996;1996;"TA";1491;"GasA";"Ex";"Y";"TA";1;"TA";2;571;"TA";0;NA;11;2007;0
"2598";"11800 m2";"IR1";"AllPub";"Gtl";"2Story";5;2003;2004;"TA";1122;"GasA";"Ex";"Y";"Gd";1;"Gd";2;452;"TA";0;NA;7;2007;0
"2599";"12633 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1824;"GasA";"Ex";"Y";"Ex";1;"Gd";3;932;"TA";0;NA;9;2007;0
"2600";"43500 m2";"Reg";"AllPub";"Gtl";"1Story";5;1953;1953;NA;0;"GasA";"Ex";"Y";"TA";0;NA;4;1041;"TA";561;NA;6;2007;0
"2601";"6710 m2";"IR1";"AllPub";"Gtl";"SFoyer";5;1996;1997;"TA";920;"GasA";"Ex";"Y";"TA";0;NA;2;460;"TA";0;NA;6;2007;0
"2602";"1504 m2";"Reg";"AllPub";"Gtl";"2Story";4;1972;1972;"TA";546;"GasA";"TA";"Y";"TA";0;NA;1;253;"TA";0;NA;5;2007;0
"2603";"1533 m2";"Reg";"AllPub";"Gtl";"SLvl";5;1970;1970;"TA";530;"GasA";"TA";"Y";"TA";0;NA;1;297;"TA";0;NA;7;2007;0
"2604";"1495 m2";"Reg";"AllPub";"Gtl";"2Story";6;1970;1970;"TA";546;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;5;2007;0
"2605";"1890 m2";"Reg";"AllPub";"Gtl";"2Story";3;1976;1976;"TA";546;"GasA";"Ex";"Y";"TA";0;NA;1;286;"TA";0;NA;4;2007;0
"2606";"9129 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1977;1977;"TA";923;"GasA";"TA";"Y";"Gd";1;"Fa";2;678;"TA";0;NA;7;2007;0
"2607";"15957 m2";"IR1";"AllPub";"Mod";"SLvl";6;1977;1977;"TA";1244;"GasA";"TA";"Y";"TA";1;"TA";2;528;"TA";0;NA;9;2007;0
"2608";"33983 m2";"IR1";"AllPub";"Gtl";"1Story";6;1977;1994;"TA";1160;"GasA";"TA";"Y";"Gd";2;"TA";2;672;"TA";0;NA;5;2007;0
